SMILES,IC50_nM,pIC50
Brc1cnc2cc(nn2c1)C(=O)N3CCN(CC3)C(=O)c4occc4,17909.79,4.747
OC1=C(\C=N\c2cc(Cl)ccc2O)C(=O)CC(C1)c3occc3,43806.6,4.358
CCOC(=O)c1ccc(NC(=O)CSc2nc(C)cc(O)n2)cc1,3062.6,5.514
COc1ccc(NC2=NC(=O)S/C/2=C\c3ccc(cc3)N(C)C)cc1,33330.16,4.477
CC1CC2=C(S1)C(=O)N(CCc3ccccc3)C(=N2)SCC(=O)Nc4cc(C)on4,33558.26,4.474
CCN1C(=O)c2ccccc2N=C1SCC(=O)Nc3ccc(NC(=O)c4occc4)c(OC)c3,35818.08,4.446
CCOCCCNC(=O)c1cnc2ccc(cc2c1O)S(=O)(=O)Nc3cccc(OC)c3,35192.99,4.454
CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)c3cc(nc4ccccc34)c5occc5,14720.92,4.832
OC1C(Sc2ccccc2NC1=O)c3ccccc3,3016.42,5.521
Nc1c(C#N)c(cc(c2ccccc2)c1C#N)c3occc3,33450.51,4.476
O=C(Nc1ccc(cc1)N2CCCC2)C(c3ccccc3)c4ccccc4,7092.12,5.149
CN1N=C(c2c(c(N)n(C3CCCCC3)c2C1=O)c4nc5ccccc5s4)[N+](=O)[O-],4982.94,5.303
CC(=O)c1c(COC(=O)c2occc2)nc3ccccc3[n+]1[O-],29237.26,4.534
NC1=C(C#N)C(C2=C(O1)\C(=C/c3cocc3)\CCC2)c4cocc4,10033.52,4.999
Brc1ccc(cc1)c2nnc(c3cccnc3)c4conc24,6621.2,5.179
Cc1ccc(OCc2ccoc2C(=O)O)cc1C,25439.81,4.594
CCOC(=O)C1=C2N(C(=O)C(S1)c3ccccc3OC)C(=C(N)/C/2=C\c4ccccc4OC)C#N,9798.6,5.009
Fc1ccc(cc1)c2nnc(c3ccccc23)n4nnc5ccccc45,26285.52,4.58
COc1ccc(cc1)c2oc(nn2)C3=Cc4c(OC3=O)ccc5ccccc45,20039.24,4.698
[O-][N+](=O)c1cc(ccc1Cl)C(=O)NNC(=O)c2ccc(SCC3CCCO3)c(c2)[N+](=O)[O-],23306.11,4.633
O=C(Nc1ccc2nn(nc2c1)c3ccccc3)c4ccc5OCOc5c4,6299.84,5.201
CC(C)CNC(=O)c1c(N)n(\N=C\c2ccccn2)c3nc4ccccc4nc13,15907.07,4.798
COc1cc(NC(=O)c2cccs2)c(cc1OC)C(=O)OCC(=O)NCc3occc3,14772.44,4.831
CCn1nnc(NC(=O)CSc2ccc(Cl)cc2)n1,9268.37,5.033
NC(=O)c1ccccc1OCC2CC(=NO2)c3ccccc3,29932.4,4.524
COc1ccc(cc1OC)c2nc(C(=O)N)c3nc(O)n(c4cccc(Cl)c4)c3n2,6261.99,5.203
CS(=O)(=O)N(CC(=O)NCc1occc1)c2ccc3OCOc3c2,40119.07,4.397
CCOC(=O)c1c(COC)n(C)c2C(=O)C(=O)c3ccc(Br)cc3c12,8870.75,5.052
Cc1cc(C)c(c(C)c1)S(=O)(=O)\N=C\2/C=CC(=O)C(=C2)Cl,10284.76,4.988
O=S(=O)(NCc1csc(n1)c2cccnc2)c3cccs3,18045.36,4.744
COC(=O)c1cnn2c(cc(nc12)c3occc3)C(F)(F)F,42406.58,4.373
C\C=C\COC(=O)c1[nH]c2CC(CC(=O)c2c1C)c3occc3,24676.33,4.608
CC1CC2=C(S1)C(=O)N(CCc3ccccc3)C(=N2)SCC(=O)Nc4nnc(C)s4,17543.88,4.756
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)N3CCC4(CC3)OCCO4,43005.71,4.366
COCCOC(=O)c1[nH]c2CC(CC(=O)c2c1C)c3occc3,19512.36,4.71
Clc1ccc2cc3cc(oc3nc2c1)C(=O)NCc4occc4,17703.91,4.752
CSc1ccc(cc1)S(=O)(=O)Nc2cccc(F)c2,23686.88,4.625
CC(C)CC(=O)Nc1ccc(cc1)C(=O)COc2ccc(cc2)c3ocnn3,22258.06,4.653
Cc1cccc(OCc2nnc(SCC(=O)NC(=O)NCc3occc3)n2CC=C)c1,14821.67,4.829
O=C(NCc1occc1)c2cc3CSCc3s2,9413.4,5.026
CCOc1ccc(NC2=NC(=O)S/C/2=C\c3ccc(OC)cc3)cc1,18795.51,4.726
NC(=O)c1c2CCCCCCc2sc1NC(=O)c3cccs3,25862.97,4.587
CCC\C(=N\Nc1ccc(Cl)cc1)\c2cnnc(n2)c3ccccc3,3852.88,5.414
O=C(Cc1cccs1)Nc2nnc(COc3ccccc3)s2,37250.2,4.429
COc1cccc2sc(Nc3oc(nn3)c4ccc(F)cc4)nc12,24964.54,4.603
Cc1onc(c1C(=O)OCC(=O)NCc2occc2)c3c(F)cccc3Cl,38620.53,4.413
O=Cc1ccc2OC3=C(C(=O)N4CCCSC4=N3)C(=O)c2c1,17800.63,4.75
CN1C(=O)c2cc(C(=O)Nc3ccc4OCOc4c3)n(C)c2c5ccccc15,22564.08,4.647
O=C(CSc1ncccn1)Nc2oc(c3ccccc3)c(c4ccccc4)c2C#N,9581,5.019
Cc1ccc(cc1C)n2nnnc2SCC(=O)Nc3cccc(NC(=O)c4occc4)c3,14917.73,4.826
Clc1ccc(cc1)c2nc(NC(=O)CSc3nnnn3c4ccccc4)ns2,20779.31,4.682
Fc1cccc(c1)C(=O)N2CCN(CC2)C(=O)c3cc4ncc(Br)cn4n3,33362.98,4.477
Cc1ccc(cc1)C(=O)ONc2ccc(cc2)N=NC(=O)c3ccccc3O,8438.21,5.074
COc1ccc(C)cc1n2nnnc2SCC(=O)NC(=O)NCc3occc3,9477.83,5.023
O=C(COC(=O)c1cccc(c1)S(=O)(=O)N2CCc3ccccc3C2)NCc4occc4,24961.21,4.603
OC(=O)c1ccc2N[C@H]([C@H]3CC=C[C@H]3c2c1)c4ccccn4,9532.91,5.021
CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,2551.34,5.593
CC1CCc2c(C1)sc(NC(=O)c3oc(Cn4cc(cn4)[N+](=O)[O-])cc3)c2C#N,8345.14,5.079
Cc1[nH]c2ccc(cc2c1C)c3oc(SCC(=O)c4ccccc4F)nn3,26017.24,4.585
COc1cc(\C=C\2/Sc3nc(nn3C2=O)c4ccncc4)ccc1OC(=O)C,31657.96,4.5
O=C(COC(=O)c1ccccc1Oc2ccccc2)NCc3occc3,17914.5,4.747
CCc1ccc2nc(O)c(CN(Cc3ccc4OCOc4c3)C(=O)c5occc5)cc2c1,26191.67,4.582
CSC1=N\C(=C/c2oc(Br)cc2)\C(=O)S1,22111.37,4.655
CC1=C(SCCC#N)S\C(=C\2/SC(=C(SCCC#N)S2)C)\S1,5104.59,5.292
Cc1ccccc1Nc2nnc(SCC(=O)NC(=O)NCc3occc3)s2,17285.09,4.762
O=C(CSc1n[nH]c(n1)c2occc2)Nc3sc4CCCCc4c3C(=O)Nc5ccccc5,40015.75,4.398
CCOC(=O)C1CCCN(C1)C(=O)c2cc3ncc(Br)cn3n2,20681.03,4.684
CCCc1cc(n2ccnc2)n3c4ccccc4nc3c1C#N,29799.09,4.526
CC(=O)c1ccc(NCC(=O)N2CCN(CC2)c3ccccc3)cc1,5018.36,5.299
Cc1ccc(NS(=O)(=O)c2cccc(c2)C(=O)OCC(=O)NCc3occc3)cc1,30606.71,4.514
O=C(NCc1occc1)C2=Cc3ccccc3C(=O)O2,30177.39,4.52
O=C(Nc1ccc2oc(nc2c1)c3ccc4ccccc4c3)c5cccs5,27735.78,4.557
Cc1ccc(N\C=C/2\C(=O)N(C(=O)c3ccccc23)c4ccc5OCOc5c4)cc1,19841.32,4.702
Clc1cc2C(=O)c3ccccc3C(=O)c2cc1NC(=O)COC(=O)CC4CCCC4,22253.44,4.653
COc1ccc2nc3oc(cc3cc2c1)C(=O)N4CCN(CC4)c5cccc(c5)C(F)(F)F,15445.3,4.811
Cc1nn(c(Cl)c1\C=N\Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)Nc3ccccc3C(=O)O)c4ccccc4,6835.45,5.165
Cc1ccc2nc(O)c(cc2c1)C3C(=C(N)Oc4c3ccc5cccnc45)C#N,19530.76,4.709
COc1cc(NC(=O)COc2ccc(cc2)n3cnnn3)c(OC)cc1Cl,8308.43,5.08
FC(F)(F)c1cc(nc2c(cnn12)C(=O)Nc3cnn(c3)C45CC6CC(CC(C6)C4)C5)c7occc7,3639.79,5.439
O=S(=O)(\N=C(\Sc1ccccc1)/c2ccccc2)c3ccccc3,10202.4,4.991
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,3940.88,5.404
O=C(COC(=O)CCOc1ccccc1)NCc2occc2,16615.25,4.779
OC(=O)c1cc(nc2ccc(Br)cc12)c3occc3,47639.82,4.322
O=C(CSC1=Nc2scc(c3occc3)c2C(=O)N1c4ccccc4)NCC5CCCO5,30130.16,4.521
Cc1occc1c2nnc3sc(nn23)c4cc(oc4C)c5ccc(Cl)cc5,2769.48,5.558
Cc1cc(C)n2nc(SCC3=CC(=O)Oc4cc(O)ccc34)nc2n1,10131.36,4.994
CCCCCCc1cc2C=C(C(=O)Oc2cc1O)c3oc(nn3)c4ccccc4,34942.63,4.457
CN(c1ccccc1C(=O)O)S(=O)(=O)c2ccc3NC(=O)c4cccc2c34,18685.62,4.728
CCOc1ccc(NC(=O)c2oc3nc4cc(OC)ccc4cc3c2)cc1,47271.42,4.325
COc1ccccc1C(=O)Nc2nc(c(NC(=O)C)s2)c3cccs3,19018.03,4.721
Clc1ccc(s1)S(=O)(=O)NCc2csc(n2)c3cccnc3,13630.4,4.865
CC(Cc1ccc(O)c(O)c1)C(C)Cc2ccc(O)c(O)c2,22193.67,4.654
COc1ccc(OC)c(c1)N2C(=O)[C@H]3ON=C([C@H]3C2=O)c4ccccc4Cl,9784.89,5.009
CC(=O)OC1CC(C)(C)N(OC(=O)c2ccc(N)cc2)C(C)(C)C1,26347.17,4.579
O=C(Nc1ccc2c(c1)nc3CSCCn23)c4occc4,14506.39,4.838
COc1ccc(cc1)N2C(=Nc3sc4CN(C)CCc4c3C2=O)SCC(=O)Nc5nccs5,8475.25,5.072
Cc1oc2c(cccc2n1)C(=O)NCc3ccccc3,48418.83,4.315
CC(=N)\C(=C(\O)/CSc1oc(COc2ccccc2Cl)nn1)\C#N,37218.71,4.429
COC(=O)c1oc(CSc2nc(C)nc3sc(C)c(C)c23)cc1,48895.72,4.311
Oc1ccc2C=C(C(=O)NCc3occc3)C(=O)Oc2c1,14298.54,4.845
CN(C)S(=O)(=O)N(CC(=O)N(Cc1ccccc1)Cc2ccccc2)c3ccccc3,24910.74,4.604
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCC(CC3)Nc4ccccc4,180,6.745
CC(C)(C)OC(=O)[C@@H](CCC(=O)N1CCN(CC1)c2ccc(cc2)C#N)N3C(=S)Nc4ccccc4C3=O,80,7.097
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4ccccc4C#N,90,7.046
Clc1cccc(c1)N2CCN(CC2)C(=O)CCCCCN3C(=S)Nc4ccccc4C3=O,350,6.456
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4ccncc4,30,7.523
O=C(CCCN1C(=S)Nc2ccccc2C1=O)N3CCC(CC3)c4ccccc4,50,7.301
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5,120,6.921
Oc1ccccc1N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,70,7.155
Clc1ccc(cc1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,19810,4.703
FC(F)(F)c1ccc(cc1)N2CCN(CC2)C(=O)CCCCCN3C(=S)Nc4ccccc4C3=O,42830,4.368
[O-][N+](=O)c1cccc(c1)N2CCN(CC2)C(=O)CCCCCN3C(=S)Nc4ccccc4C3=O,840,6.076
COc1cc2NC(=S)N(CCCC(=O)N3CCN(CC3)c4cccc(Cl)c4)C(=O)c2cc1OC,2360,5.627
OC1(CCN(CC1)C(=O)CCCCCN2C(=S)Nc3ccccc3C2=O)c4ccc(Cl)cc4,80,7.097
Oc1cccc(c1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,1620,5.79
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4ncccn4,120,6.921
O=C(CCCN1C(=S)Nc2ccccc2C1=O)N3CCN(Cc4cccc5ccccc45)CC3,170,6.77
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4cccc(c4)C#N,90,7.046
COC(=O)c1ccc2C(=O)N(CCCC(=O)N3CCN(CC3)c4cccc(Cl)c4)C(=S)Nc2c1,18750,4.727
O=C(CCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4cccc5ccccc45,70,7.155
C[C@@H]1CCCCCCCc2cc(OC(=O)C)cc(OC(=O)C)c2C(=O)O1,8360,5.078
COc1cc(\C=C\2/SC(=O)NC2=O)ccc1Oc3ccc(cc3C(F)(F)F)C#N,2200,5.658
COc1cc(O)c(\C=C/C(C)(C)O)c2O[C@@H](CC(=O)c12)c3ccccc3,3500000,2.456
COc1cc(O)c(\C=C/C(C)(C)O)c2OC(CC(=O)c12)c3ccc(O)cc3,1000000,3
COc1cc(O)c(\C=C/C(C)(C)O)c(O)c1C(=O)\C=C\c2ccc(O)cc2,80000,4.097
CC(C)[C@]1(O)CC[C@@]2(C)[C@H](O)CCC(=C)[C@@H]2[C@H]1O,2800000,2.553
Cn1cc(NC(=O)c2cc(NC(=O)CCS(=O)(=O)C)cn2C)cc1C(=O)NCCCC(=O)NCCCCCC[C@@H]3Cc4cc(O)ccc4[C@H]5CC[C@]6(C)[C@@H](O)CC[C@H]6[C@H]35,1.11,8.955
Oc1ccc(\C=C\C(=O)OCCc2ccccc2)cc1O,7912,5.102
C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O,65,7.187
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,2271,5.644
CCCCCCCCCc1ccc(O)cc1,377,6.424
CCCCCCCCc1ccc(O)cc1,27674,4.558
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O,1.691,8.772
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C,1121,5.95
CCN(CC)CCOc1ccc(cc1)\C(=C(\Cl)/c2ccccc2)\c3ccccc3,4.564,8.341
C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,17790,4.75
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,808,6.093
COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,18,7.745
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5n[nH]cc5C[C@]4(C)[C@H]3CC[C@]12C,113,6.947
C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,433.3,6.363
CCC1=C(c2ccc(O)cc2)c3ccc4cccc1n34,9.5,8.022
C[C@H]1CCN(CCOc2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5)C1,0.6,9.222
C[C@H](COc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4)N5CCCC5,0.2,9.699
Cc1cccc(c1)C(=O)Oc2ccc3ccc(O)cc3c2,28100,4.551
COc1ccccc1C(=O)Oc2ccc3ccc(O)cc3c2,4320,5.365
Oc1cccc2c(OC(=O)\C=C\c3ccccc3)cccc12,3150,5.502
Oc1cccc2c(OC(=O)c3ccc(Br)cc3)cccc12,1890,5.724
Cc1cccc(c1)C(=O)Oc2cccc3c(O)cccc23,2290,5.64
CCOc1ccccc1C(=O)Oc2ccc3ccc(O)cc3c2,3290,5.483
Oc1ccc(cc1)C(=O)OC(c2ccccc2)c3ccccc3,290,6.538
COc1cccc(c1)C(=O)Oc2cccc(O)c2,28200,4.55
Oc1ccc2ccc(OC(=O)c3ccccc3F)cc2c1,3060,5.514
COc1ccccc1C(=O)Oc2cccc3c(O)cccc23,10800,4.967
Oc1cccc2c(OC(=O)c3ccccc3)cccc12,2230,5.652
Cc1ccc(cc1)S(=O)(=O)Oc2cccc3c(O)cccc23,2870,5.542
Oc1cccc2c(OC(=O)C3CCCCC3)cccc12,1980,5.703
Oc1ccc2ccc(OC(=O)c3ccccc3Cl)cc2c1,1000,6
Cc1ccccc1S(=O)(=O)Oc2cccc3c(O)cccc23,255,6.593
Oc1cccc2c(OC(=O)c3ccccc3Cl)cccc12,629,6.201
Cc1ccccc1S(=O)(=O)Oc2ccc3ccc(O)cc3c2,8770,5.057
Cc1ccccc1C(=O)Oc2cccc3c(O)cccc23,430,6.367
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)Cc3ccc(cc3)c4cn(CCCCCC(=O)NO)nn4)cc2)\c5ccccc5,248,6.606
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)Cc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)cc2)\c4ccccc4,127,6.896
CCCCC(CCCC)(c1ccc(O)c(CC)c1)c2ccc(O)c(CC)c2,2900,5.538
Cc1cc(ccc1O)C(C)(C)c2ccc(O)c(C)c2,1200,5.921
Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3,520,6.284
CCCC(CCC)(c1ccc(O)c(CC)c1)c2ccc(O)c(CC)c2,490,6.31
CCc1cc(ccc1O)C(CC)(CC)c2ccc(O)c(CC)c2,230,6.638
Cc1cc(ccc1O)C2(CCCCC2)c3ccc(O)c(C)c3,230,6.638
Oc1ccc(cc1)C2(CCCC2)c3ccc(O)cc3,170,6.77
CCC(CC)(c1ccc(O)cc1)c2ccc(O)c(C)c2,110,6.959
CCCC(CCC)(c1ccc(O)cc1)c2ccc(O)cc2,99,7.004
CCC(CC)(c1ccc(N)c(C)c1)c2ccc(O)c(C)c2,98,7.009
CCC(CC)(c1ccc(O)cc1)c2ccc(O)cc2,86,7.066
Cc1cc(ccc1O)C2(CCCC2)c3ccc(O)c(C)c3,84,7.076
CCCCC(CCCC)(c1ccc(O)cc1)c2ccc(O)cc2,79,7.102
CCC(CC)(c1cc(C)c(O)c(C)c1)c2cc(C)c(O)c(C)c2,74,7.131
CCC(CC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,25,7.602
CCCCC(CCCC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,14,7.854
CCCC(CCC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,4.9,8.31
C[C@@H](N1C(=O)O[C@](Cc2ccc(F)cc2)(C(=O)NCc3ccc(Cl)c(Cl)c3)C1=O)c4ccc(F)cc4,7300,5.137
COc1cc(CNC(=O)[C@@]2(Cc3ccccc3)OC(=O)N([C@@H]4CCc5ccccc45)C2=O)cc(OC)c1,17000,4.77
COc1cc(ccc1O)C(=O)CCc2cc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@@H]4CCc3cc2OC,64908.26,4.188
COc1cc2CC[C@@H]3[C@H](CC[C@]4(C)[C@H](CC[C@@H]34)OC(=O)C)c2cc1C=O,64908.26,4.188
COc1ccc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2c1)OC(=O)C,64908.26,4.188
Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1,300,6.523
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC=C2CO,145,6.839
CC1C[C@H](C)C2(CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C)O1,484,6.315
CCCOC(=O)[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,92,7.036
Cc1ccc2c(C(Nc3ccc(Cl)cc3)c4ccccc4Cl)c(C)[nH]c2c1,26200,4.582
CCOC(=O)COc1ccc(cc1CC2CCCCC2)c3ccc(OCCN(C)C)cc3,12700,4.896
CCOC(=O)COc1ccc(cc1Cc2ccc3ccccc3c2)c4ccc(OCCN(C)C)cc4,3200,5.495
CCOC(=O)COc1ccc(cc1)c2ccc(OCCN(C)C)c(Cc3ccc(cc3)c4ccccc4)c2,3100,5.509
CN(C)CCOc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccc(O)cc5)C3,1060,5.975
CCOc1ccc2C(=C(CCCc2c1)c3ccccc3)c4ccc(OCCN(C)C)cc4,3,8.523
CNCCOc1ccc(cc1)C2=C(CCCc3cc(O)ccc23)c4ccccc4,3,8.523
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc(O)cc4,1400,5.854
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccccc4,230,6.638
Oc1ccc(cc1)[C@H]2[C@H](Oc3ccccc3)C(=O)N2c4ccc(O)cc4,140,6.854
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc5ccccc5c4,150,6.824
Oc1ccc(cc1)[C@@H]2N(C(=O)C2(c3ccccc3)c4ccccc4)c5ccc(O)cc5,40,7.398
COc1cc(cc(OC)c1OC)[C@H]2[C@@H](N(C2=O)c3ccc(O)cc3)c4ccc(O)cc4,1470,5.833
COc1cc(cc(OC)c1OC)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc(O)cc4,18000,4.745
COc1ccc(cc1)[C@H]2[C@H](C(O)c3ccc(O)cc3)C(=O)N2c4cc(OC)c(OC)c(OC)c4,8,8.097
Oc1ccc(cc1)[C@H]2CC(=O)N2c3ccc(O)cc3,13000,4.886
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4)cc1,9,8.046
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4cccc(OC(F)(F)F)c4)cc1,5.9,8.229
COc1cccc(c1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,41,7.387
Cc1cccc(c1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,17,7.77
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccccc4)cc1,8.1,8.092
CC\C(=C(/c1ccc(O)cc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,0.15,9.824
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(Cl)cc4)cc1,3.7,8.432
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(cc4)C(F)(F)F)cc1,4.6,8.337
COc1ccc(cc1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,3.8,8.42
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(OC(F)(F)F)cc4)cc1,1.6,8.796
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4F)cc1,3,8.523
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4Cl)cc1,2.2,8.658
COc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,11,7.959
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,3.9,8.409
Cc1cc(Cl)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1.5,8.824
Cc1cc(OC(F)(F)F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,9
Cc1cc(F)ccc1C2=C(c3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,5.8,8.237
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,0.4,9.398
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,0.5,9.301
Cc1cc(F)ccc1C2=C(Nc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,25,7.602
CN(C1=C(C(=O)Oc2cc(O)ccc12)c3ccc(F)cc3C)c4ccc(\C=C\C(=O)O)cc4,9.9,8.004
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4c(F)cc(O)cc4OC2=O,1.3,8.886
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4cc(F)c(O)cc4OC2=O,7.4,8.131
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)c(F)c4OC2=O,3.2,8.495
Cc1cc2C(=C(C(=O)Oc2cc1O)c3ccc(OC(F)(F)F)cc3)Cc4ccc(\C=C\C(=O)O)cc4,10,8
Cc1c(O)ccc2C(=C(C(=O)Oc12)c3ccc(OC(F)(F)F)cc3)Cc4ccc(\C=C\C(=O)O)cc4,280,6.553
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3ccccc23)c4ccc(OC(F)(F)F)cc4)cc1,360,6.444
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(CO)cc4OC2=O,100,7
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(cc4OC2=O)C(F)F,390,6.409
COc1ccc2C(=C(C(=O)Oc2c1)c3ccc(OC(F)(F)F)cc3)Cc4ccc(\C=C\C(=O)O)cc4,1100,5.959
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(F)ccc23)c4ccc(OC(F)(F)F)cc4)cc1,5800,5.237
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccccc4OC2=O,72,7.143
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccccc4OC2=O,15,7.824
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(cc4OC2=O)C(F)F,50,7.301
CCOc1ccc2C(=C(C(=O)Oc2c1)c3ccc(OC(F)(F)F)cc3C)Oc4ccc(\C=C\C(=O)O)cc4,50,7.301
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(N)cc4OC2=O,1380,5.86
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(Cl)ccc4[nH]3)c5ccc(F)cc5,3300,5.481
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)C(F)(F)F)c5ccc(F)cc5,3000,5.523
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(NS(=O)(=O)C)ccc4[nH]3)c5ccc(F)cc5,17000,4.77
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5cc[nH]n5)c6ccc(F)cc6,6300,5.201
